lang,week,fear_mean,anger_mean,sadness_mean,disgust_mean,joy_mean,trust_mean,anticipation_mean,surprise_mean,danger_mean,weapon_mean,family_mean,flying_mean,animal_mean,health_mean,swimming_mean,place_house_mean,place_nature_mean,indoors_mean,outdoors_mean,romantic_mean,social_mean,friend_mean,stranger_mean,situation_childhood_mean,game_mean,music_mean,food_mean,object_inanimate_mean,object_animate_mean,negativity_mean,nightmare_index_mean,textlen_mean,words_mean,n_dreams,n_userdays
en,2024-09-09,0.3417999999999999,0.1754,0.2532296296296296,0.1692888888888889,0.1124444444444444,0.2698518518518518,0.2400592592592592,0.6519111111111111,0.6789851851851851,0.1827555555555555,0.4622888888888889,0.110837037037037,0.2153481481481481,0.2366814814814814,0.0421851851851851,0.3609703703703704,0.2340814814814814,0.2725037037037037,0.3929407407407408,0.2916222222222221,0.5633333333333334,0.4125407407407407,0.4553703703703704,0.3283481481481481,0.1319259259259259,0.0905777777777777,0.1088518518518518,0.1158888888888889,0.391837037037037,0.0437814814814814,0.3122271604938271,501.2296296296296,100.25925925925924,135.0,121.0
en,2024-09-16,0.2974160583941606,0.1918175182481751,0.2355985401459854,0.1677445255474452,0.1407080291970803,0.2851897810218978,0.2452627737226277,0.6708394160583941,0.6694890510948905,0.1776861313868613,0.4597299270072993,0.1255182481751825,0.2017080291970803,0.2403941605839415,0.0416496350364963,0.3302773722627737,0.2394598540145985,0.255043795620438,0.4118905109489051,0.3335255474452555,0.5619124087591241,0.4173430656934306,0.4845328467153286,0.3132262773722628,0.1396861313868613,0.0848029197080291,0.1024452554744525,0.1210364963503649,0.4043357664233576,0.0101952554744525,0.2601265206812652,457.88321167883214,91.05109489051095,137.0,120.0
en,2024-09-23,0.3655508474576271,0.2311864406779661,0.2889067796610169,0.1888983050847457,0.1096864406779661,0.2672542372881356,0.220093220338983,0.6360169491525424,0.7202118644067796,0.1838559322033898,0.4416101694915254,0.1151271186440677,0.1739322033898305,0.2269406779661017,0.0616694915254237,0.3410593220338982,0.2256864406779661,0.2559237288135593,0.401457627118644,0.2648135593220339,0.5828135593220339,0.385457627118644,0.4369152542372881,0.3055677966101695,0.1279237288135593,0.062957627118644,0.112093220338983,0.1147711864406779,0.400864406779661,0.0801652542372881,0.3485367231638417,489.6779661016949,96.05084745762711,118.0,94.0
en,2024-09-30,0.3485275590551182,0.2267952755905512,0.2825905511811024,0.1978346456692913,0.1238661417322834,0.3060551181102362,0.2688031496062992,0.7070866141732284,0.7223385826771653,0.2224881889763779,0.4789055118110237,0.1605984251968503,0.1892283464566929,0.2526220472440945,0.0629212598425196,0.3676692913385826,0.2438188976377952,0.2918188976377953,0.4121496062992126,0.3225354330708662,0.6131259842519686,0.438023622047244,0.4899685039370078,0.3239370078740157,0.1601023622047244,0.0789921259842519,0.0937322834645669,0.1372992125984252,0.4293385826771654,0.0489763779527558,0.3272860892388451,549.2834645669292,108.11811023622047,127.0,104.0
en,2024-10-07,0.2820596026490066,0.1802715231788079,0.2616556291390728,0.1526357615894039,0.1401854304635761,0.2671523178807947,0.2064900662251655,0.6708476821192052,0.6627682119205298,0.152205298013245,0.4555165562913907,0.1149668874172185,0.174298013245033,0.1988543046357615,0.057933774834437,0.321635761589404,0.2210331125827814,0.2269933774834436,0.3908278145695364,0.3253973509933774,0.5244172185430465,0.3703112582781457,0.4593708609271524,0.3018741721854305,0.1174238410596026,0.0658940397350993,0.058728476821192,0.0958211920529801,0.3748476821192052,0.0154867549668874,0.2619757174392936,366.1788079470199,73.05960264900662,151.0,124.0
en,2024-10-14,0.3276842105263158,0.208625730994152,0.2545964912280702,0.1718362573099415,0.0972865497076023,0.2401929824561403,0.2033918128654971,0.6563976608187135,0.7093099415204678,0.1873333333333333,0.422327485380117,0.1018654970760234,0.1614619883040935,0.219298245614035,0.041251461988304,0.3248713450292398,0.2352807017543859,0.2232222222222221,0.3957017543859649,0.2592982456140351,0.5136491228070176,0.3724795321637427,0.444842105263158,0.3024561403508772,0.1360584795321637,0.0558070175438596,0.1022631578947368,0.1083216374269006,0.3843450292397661,0.0719459064327485,0.3332436647173489,421.97076023391816,83.84210526315789,171.0,142.0
en,2024-10-21,0.3715038759689923,0.2311240310077519,0.3123953488372093,0.2033798449612402,0.1123488372093023,0.2643720930232558,0.2193488372093023,0.661124031007752,0.7018294573643411,0.1924341085271317,0.4873798449612403,0.1115891472868216,0.2116124031007751,0.2303488372093023,0.039,0.3561007751937984,0.2362945736434109,0.2426279069767442,0.4088294573643411,0.2497286821705426,0.5618527131782945,0.391922480620155,0.4864806201550387,0.3168062015503877,0.1205038759689922,0.0541860465116279,0.0914186046511627,0.1334418604651162,0.4144883720930232,0.0912403100775193,0.3495607235142119,452.2170542635659,91.34883720930232,129.0,107.0
en,2024-10-28,0.342990990990991,0.2219909909909909,0.2694234234234234,0.1725225225225225,0.1169369369369369,0.2822612612612613,0.2402342342342342,0.6725945945945947,0.6936036036036035,0.1972792792792792,0.5068288288288288,0.09709009009009,0.2129279279279279,0.2373513513513513,0.0622792792792792,0.3653513513513514,0.2556396396396397,0.2473963963963963,0.4708828828828829,0.2579279279279279,0.5644684684684685,0.379027027027027,0.4922972972972974,0.3260540540540541,0.133081081081081,0.070045045045045,0.082054054054054,0.1165855855855855,0.4143243243243243,0.0521328828828828,0.3184024024024024,486.036036036036,96.47747747747748,111.0,94.0
en,2024-11-04,0.36375,0.2452142857142857,0.3037589285714285,0.1995803571428571,0.1169821428571428,0.3058303571428571,0.2553482142857142,0.6667500000000001,0.6956428571428572,0.1981785714285714,0.5272232142857143,0.1124999999999999,0.1972142857142857,0.2583482142857143,0.0404464285714285,0.3756428571428571,0.2613839285714286,0.2833124999999999,0.4749732142857143,0.2727410714285714,0.635017857142857,0.4517321428571428,0.4573035714285713,0.3171607142857143,0.1319196428571428,0.0773214285714285,0.1180446428571428,0.1335714285714285,0.4196428571428571,0.0666696428571428,0.3374017857142857,595.8839285714286,117.19642857142856,112.0,100.0
en,2024-11-11,0.3410296296296295,0.1995999999999999,0.2517777777777777,0.1832074074074074,0.1192518518518518,0.2715999999999999,0.2330444444444444,0.6607111111111111,0.7187851851851851,0.1904888888888888,0.5124740740740741,0.1252592592592592,0.1801481481481481,0.219637037037037,0.0567407407407407,0.3513407407407407,0.2426148148148148,0.2416444444444444,0.3991407407407407,0.2974074074074074,0.5306296296296297,0.3431777777777778,0.4528666666666666,0.3305037037037037,0.1327555555555555,0.069237037037037,0.1095925925925925,0.1154074074074074,0.3914222222222222,0.0484777777777777,0.3179456790123456,419.4814814814815,84.19259259259259,135.0,109.0
en,2024-11-18,0.3272101449275362,0.1852028985507246,0.2483478260869565,0.1640507246376811,0.099427536231884,0.2649492753623188,0.2177826086956522,0.681572463768116,0.6648695652173913,0.1571811594202898,0.5151159420289855,0.0814347826086956,0.1972608695652173,0.2033405797101449,0.0341376811594202,0.3328623188405797,0.2324927536231884,0.2559855072463768,0.4073115942028985,0.2829565217391304,0.5737608695652174,0.3664565217391304,0.4742246376811594,0.3221086956521739,0.1186304347826087,0.0628043478260869,0.1299492753623188,0.1127753623188405,0.4090942028985507,0.0490144927536232,0.314048309178744,475.8985507246377,95.35507246376812,138.0,111.0
en,2024-11-25,0.3344962406015037,0.1875338345864661,0.272593984962406,0.1678045112781954,0.1050075187969924,0.2620375939849624,0.2221127819548872,0.6835263157894738,0.6813308270676692,0.1657142857142857,0.4714135338345864,0.0940375939849624,0.2125338345864661,0.2284736842105263,0.0568345864661654,0.3435112781954887,0.2559248120300751,0.2453082706766917,0.4164060150375939,0.2842631578947368,0.5478872180451126,0.3840451127819549,0.4811428571428572,0.3074285714285714,0.1230451127819549,0.041563909774436,0.0746992481203007,0.1266165413533834,0.4120075187969924,0.0570845864661654,0.3244661654135337,518.5864661654135,104.52631578947368,133.0,110.0
en,2024-12-02,0.3722293577981651,0.2364495412844037,0.2977155963302752,0.2000366972477064,0.1215504587155963,0.3117064220183487,0.2692935779816514,0.6607706422018348,0.6886330275229359,0.1948715596330275,0.4987798165137615,0.152091743119266,0.1576788990825688,0.2592935779816513,0.0521651376146789,0.3715504587155963,0.2444311926605504,0.2729082568807339,0.4342110091743119,0.3008073394495412,0.5895504587155963,0.3704678899082568,0.4723211009174312,0.3155229357798165,0.1325504587155963,0.0778256880733945,0.1058532110091743,0.1352018348623853,0.4195596330275229,0.0599793577981651,0.3313088685015291,617.7706422018349,122.11926605504588,109.0,96.0
en,2024-12-09,0.2918615384615384,0.1955692307692307,0.183,0.1332923076923076,0.112076923076923,0.2421307692307692,0.1998615384615384,0.6395461538461538,0.6631461538461538,0.164776923076923,0.4319076923076923,0.0824230769230769,0.1735461538461538,0.1963923076923076,0.0584846153846153,0.3204153846153846,0.2158076923076922,0.2150692307692307,0.4242538461538461,0.2699076923076923,0.5432692307692307,0.3357384615384615,0.4450769230769231,0.2977153846153846,0.1099461538461538,0.0523153846153846,0.084776923076923,0.0934153846153846,0.3781153846153846,0.023826923076923,0.2672589743589744,394.3307692307693,78.27692307692308,130.0,111.0
en,2024-12-16,0.3281111111111111,0.2187777777777778,0.2614358974358974,0.1761880341880341,0.1214700854700854,0.2863247863247862,0.2616837606837606,0.6915726495726496,0.7140598290598289,0.1983846153846153,0.4848547008547008,0.1349059829059829,0.2071623931623931,0.2243418803418803,0.0456923076923076,0.3517521367521367,0.2475128205128204,0.2489316239316239,0.4124273504273504,0.3243247863247863,0.5538290598290598,0.3899572649572649,0.509102564102564,0.3051282051282051,0.1378205128205128,0.0835641025641025,0.127025641025641,0.1269829059829059,0.4194102564102563,0.0422307692307692,0.3130655270655271,494.017094017094,98.07692307692308,117.0,101.0
en,2024-12-23,0.2926666666666667,0.1885045045045045,0.2213243243243243,0.1472252252252252,0.0965585585585585,0.2437297297297297,0.208054054054054,0.6600540540540539,0.6652882882882882,0.1709009009009009,0.4568198198198198,0.0718288288288288,0.1581891891891892,0.2028738738738739,0.0277207207207207,0.3100900900900901,0.2101261261261261,0.2351981981981982,0.4226126126126125,0.2621801801801802,0.5347207207207207,0.3345585585585586,0.4691171171171171,0.2856576576576576,0.1166306306306306,0.0624504504504504,0.077027027027027,0.1003063063063063,0.3804864864864865,0.042286036036036,0.2965345345345345,395.3603603603604,79.43243243243244,111.0,97.0
en,2024-12-30,0.3740992907801418,0.2152624113475177,0.2946170212765957,0.199304964539007,0.0967872340425532,0.2809432624113475,0.2508156028368794,0.6822907801418441,0.7359858156028368,0.2059219858156028,0.5263262411347518,0.106354609929078,0.2288014184397163,0.2471347517730496,0.0371631205673758,0.3628652482269504,0.2519007092198582,0.2462978723404255,0.4378510638297872,0.2661843971631206,0.556290780141844,0.3835390070921986,0.4601843971631206,0.328886524822695,0.1325531914893617,0.0686382978723404,0.0968723404255319,0.1267163120567375,0.4250567375886524,0.0819556737588652,0.3714468085106382,528.2127659574468,106.3900709219858,141.0,117.0
en,2025-01-06,0.3284855072463768,0.2251159420289855,0.2807246376811594,0.1731449275362318,0.115891304347826,0.2931884057971014,0.2433260869565217,0.6681159420289854,0.6737753623188406,0.1884347826086956,0.5079057971014493,0.1048188405797101,0.1413188405797101,0.250768115942029,0.0574130434782608,0.3497391304347825,0.2268985507246376,0.2607971014492754,0.4157971014492754,0.2951304347826087,0.5805724637681159,0.4115507246376811,0.4847463768115941,0.3177826086956522,0.1276231884057971,0.092659420289855,0.1000144927536231,0.1172681159420289,0.3976739130434782,0.0473278985507246,0.3117705314009661,495.6231884057971,98.31884057971014,138.0,119.0
en,2025-01-13,0.2798015873015873,0.1740079365079365,0.2226428571428571,0.1572301587301587,0.1322539682539682,0.2802460317460317,0.257984126984127,0.6664920634920636,0.6541825396825396,0.1808412698412698,0.4329920634920635,0.109063492063492,0.1992222222222222,0.2471031746031745,0.0466428571428571,0.3397380952380952,0.260031746031746,0.2473571428571429,0.4240714285714285,0.3826984126984127,0.5308095238095238,0.3787539682539682,0.4891269841269842,0.2984444444444444,0.1408174603174603,0.0869523809523809,0.1429206349206349,0.1227063492063492,0.399531746031746,0.0021706349206349,0.2532883597883598,464.8253968253968,89.31746031746032,126.0,91.0
en,2025-01-20,0.3713915662650602,0.2241807228915662,0.2932168674698795,0.1996506024096385,0.1193012048192771,0.2966927710843374,0.2491506024096386,0.7090361445783133,0.6898915662650602,0.1968975903614458,0.5422590361445783,0.108867469879518,0.1975180722891566,0.2439036144578313,0.0432831325301204,0.3707469879518072,0.2610361445783132,0.2709939759036144,0.4476746987951807,0.2869096385542168,0.5879036144578313,0.3792168674698795,0.5022831325301205,0.3582289156626506,0.142933734939759,0.0660301204819277,0.085789156626506,0.1337771084337349,0.4331987951807229,0.0641129518072289,0.3321987951807229,567.7710843373494,111.69277108433737,166.0,133.0
en,2025-01-27,0.3712916666666667,0.2146944444444444,0.2635555555555555,0.1862013888888889,0.1243124999999999,0.3050277777777778,0.2642430555555555,0.6985347222222222,0.6855833333333332,0.2032777777777777,0.4820555555555555,0.1231041666666666,0.1916944444444444,0.2688541666666666,0.0563124999999999,0.364125,0.2660902777777778,0.2732569444444445,0.4090416666666667,0.323548611111111,0.5809027777777778,0.4151805555555555,0.5020972222222222,0.3340069444444444,0.1489513888888889,0.0966944444444444,0.1334166666666666,0.1346666666666666,0.4278194444444445,0.044265625,0.3158310185185186,532.9652777777778,105.40972222222224,144.0,120.0
en,2025-02-03,0.3417499999999999,0.2158571428571429,0.2243303571428571,0.1714017857142857,0.1033482142857143,0.25225,0.217625,0.7027142857142856,0.727017857142857,0.1866428571428571,0.4535178571428571,0.0959821428571428,0.1991428571428571,0.2031875,0.0414732142857142,0.3326517857142857,0.22875,0.2119285714285714,0.4312946428571428,0.2578214285714285,0.549767857142857,0.3664732142857143,0.4914910714285714,0.3233928571428572,0.1175892857142857,0.0409821428571428,0.1184285714285714,0.1224732142857143,0.4185446428571428,0.0605357142857142,0.3276845238095238,467.1071428571428,93.53571428571428,112.0,97.0
en,2025-02-10,0.33965625,0.2035390625,0.2754375,0.1708203125,0.12153125,0.2936328125,0.247578125,0.6749453124999999,0.6822109375,0.1694062499999999,0.51515625,0.1240234375,0.171375,0.2264140625,0.0791406249999999,0.3374765624999999,0.243921875,0.2434765625,0.4564921875,0.29678125,0.573828125,0.39625,0.4465625,0.366359375,0.121375,0.0987734374999999,0.1085312499999999,0.1180781249999999,0.411015625,0.03978125,0.3109036458333333,454.59375,90.6015625,128.0,111.0
en,2025-02-17,0.3194518518518519,0.1789481481481481,0.2848518518518519,0.1623555555555555,0.1272814814814814,0.3018518518518518,0.2620518518518518,0.6833407407407408,0.6603111111111111,0.181837037037037,0.4604962962962963,0.1256148148148148,0.1991999999999999,0.2342444444444444,0.0451259259259259,0.3652888888888888,0.2529703703703704,0.2650592592592592,0.4085481481481481,0.3327111111111112,0.5732592592592592,0.4270814814814814,0.4789333333333334,0.2889111111111111,0.1505111111111111,0.0934296296296296,0.0984962962962963,0.1291259259259259,0.4052962962962962,0.0218351851851851,0.2942567901234568,466.9851851851852,91.45925925925926,135.0,114.0
en,2025-02-24,0.3743102258251302,0.166008152866242,0.2531940706427331,0.151892090330052,0.1074330052113491,0.2942497510133179,0.2534768963520555,0.6866258714533873,0.7078608453966415,0.1890395830920671,0.4893903184713376,0.09898209612044,0.2030465083960625,0.2093508511870295,0.0531341053850608,0.362956965836711,0.2516305500868558,0.2441083497394325,0.4268585755645628,0.2877167805442965,0.5651028141285466,0.3661815865662999,0.4978972553561088,0.3201039490445859,0.1237125651418644,0.0444761088592935,0.0925021424435437,0.1241569426751592,0.4163600463231036,0.0355097568037058,0.3376887087434858,465.3566878980892,92.56050955414013,157.0,130.0
en,2025-03-03,0.3313121141975308,0.1891439525462963,0.2405230516975308,0.1722525077160493,0.1428621238425926,0.2852972125771605,0.2425339988425925,0.6798910590277777,0.6881988811728396,0.2050000482253086,0.4400554591049382,0.114804542824074,0.1655567611882716,0.2353563850308642,0.0601719714506172,0.3453987268518518,0.2418632330246913,0.2782187017746914,0.4115774016203704,0.3180096450617284,0.5544872202932098,0.3831116415895061,0.4459413097993827,0.273199363425926,0.1514063946759259,0.078471305941358,0.0948107638888888,0.1059527874228395,0.399895736882716,0.0192282383294753,0.2771492251800411,427.81944444444446,83.27083333333333,144.0,117.0
en,2025-03-10,0.340675492253873,0.210187956021989,0.2898190704647676,0.1767713343328335,0.1559010194902548,0.3331380309845077,0.2877975312343828,0.6841091054472764,0.6870801999000501,0.2072830184907546,0.5255128135932033,0.1476674662668665,0.2604871464267865,0.2808461769115442,0.095139940029985,0.3738993403298351,0.2946393403298351,0.2819133633183408,0.4852004497751124,0.3378415192403798,0.6082377711144428,0.435159740129935,0.5018379510244878,0.3791364117941029,0.1679530734632683,0.0981370014992503,0.1355123738130934,0.1652837381309345,0.4485296651674162,0.0098439380309845,0.2832905680493087,632.0402298850574,120.0919540229885,174.0,142.0
en,2025-03-17,0.3291775147928994,0.2107396449704141,0.2841005917159763,0.1682899408284023,0.1270177514792899,0.2889585798816567,0.245076923076923,0.6745384615384615,0.6694852071005918,0.1858047337278106,0.5181005917159762,0.1308343195266272,0.2062426035502958,0.2265088757396449,0.0533136094674556,0.3532544378698224,0.2522662721893491,0.2502603550295857,0.4218106508875739,0.2977159763313609,0.5688224852071005,0.4301005917159764,0.4306449704142012,0.3194852071005917,0.1326094674556213,0.0815798816568047,0.0979289940828402,0.1199881656804733,0.4178284023668639,0.0400887573964497,0.3005700197238659,501.0650887573965,97.79289940828404,169.0,145.0
en,2025-03-24,0.3134827586206897,0.1930862068965517,0.2598620689655172,0.163103448275862,0.1371609195402298,0.2833908045977011,0.2612183908045977,0.6806551724137931,0.6581896551724139,0.1742183908045977,0.5238218390804599,0.1257816091954023,0.1538448275862068,0.2260574712643678,0.0470459770114942,0.3430057471264368,0.2367931034482759,0.2309425287356321,0.4438735632183908,0.3278045977011494,0.5571149425287357,0.4042931034482758,0.469367816091954,0.3254310344827587,0.1392758620689655,0.0774942528735632,0.0769367816091954,0.1116954022988505,0.406551724137931,0.0221077586206896,0.2733505747126436,463.3908045977012,92.15517241379312,174.0,144.0
en,2025-03-31,0.3588116071428572,0.2405011160714285,0.2932919642857143,0.1919564732142857,0.0977843749999999,0.2923113839285714,0.2487089285714285,0.6895033482142857,0.7176129464285715,0.2078127232142857,0.5417937500000001,0.1230812499999999,0.1809491071428571,0.2560691964285714,0.0483660714285714,0.3633658482142857,0.2523263392857143,0.2616845982142857,0.4302015625,0.2782975446428571,0.5896151785714285,0.4038955357142856,0.481809375,0.3672323660714285,0.1271410714285714,0.0839674107142857,0.1216683035714285,0.1272323660714285,0.4176125,0.0760924107142857,0.3587877976190476,502.10625,98.91875,160.0,129.0
en,2025-04-07,0.3852666268418957,0.2369140496102861,0.2714327814757922,0.1789758348978779,0.1265900893212721,0.3004832167036468,0.260039753655345,0.683434900722535,0.7431286909028845,0.2252304005234112,0.5375525260283325,0.1079858337600273,0.2117045713147863,0.2463186835068555,0.045174034249303,0.3615903453376571,0.2468992291062183,0.26117106161461,0.4297647778346703,0.2748925869033395,0.5843302611367128,0.4081559850941571,0.4357387637253229,0.3426398418387665,0.1240013227513227,0.070139742276839,0.1055637196336121,0.1281221624850657,0.424997340274222,0.0546106701940035,0.3400192770855854,553.1375661375662,110.62433862433862,189.0,154.0
en,2025-04-14,0.349615763546798,0.2140541871921182,0.2645763546798029,0.1802068965517241,0.1056847290640393,0.2869458128078818,0.2455320197044335,0.6850640394088671,0.7209901477832513,0.195615763546798,0.5157044334975369,0.1065911330049261,0.1691724137931034,0.2349458128078818,0.0359901477832512,0.3479901477832512,0.2338128078817734,0.2506502463054187,0.4054679802955665,0.2804088669950739,0.5534039408866995,0.3650197044334975,0.4771625615763547,0.3291379310344827,0.1278965517241379,0.0706453201970443,0.1209261083743842,0.1129852216748768,0.4040591133004925,0.0557980295566502,0.3393760262725779,462.90147783251234,92.90147783251231,203.0,166.0
en,2025-04-21,0.3102548737774253,0.1950140926513349,0.260244614062913,0.1684630088554057,0.1151101804123711,0.2841187384351044,0.2430985989955062,0.6612224755485064,0.6715805412371133,0.2005990450700502,0.4893704566481628,0.1161083300290774,0.1624083234205657,0.2265675059476605,0.0627039551942902,0.3446094699973566,0.2356759846682527,0.2637020387258789,0.4343210415014539,0.2982727332804653,0.5733514736981231,0.3869169475284166,0.4654562020882897,0.3320413197197991,0.140098632038065,0.0802007996299233,0.1247371299233412,0.1202886763150938,0.4109696504097277,0.0338796879130319,0.2989164959467794,495.77319587628864,98.4639175257732,194.0,152.0
en,2025-04-28,0.3540346043555762,0.2102037510656436,0.2748456560489808,0.1885692862125086,0.11533465085639,0.2842439355188715,0.2451460513058979,0.6866000155002713,0.6863897155700224,0.1902489731070293,0.4559996512438968,0.1174496628691001,0.2092661784081221,0.2283865767650933,0.0379363326358211,0.3707184763233357,0.2611831357048749,0.2724411377199101,0.4123225993954894,0.3240349531116794,0.5724548942106488,0.4001067193675889,0.4951503913818492,0.2965592885375494,0.1254694644656281,0.0547118887080523,0.1001872820274354,0.128852786173758,0.4200785088739053,0.0571240312330465,0.3230886744684698,540.5828877005348,107.40641711229948,374.0,300.0
en,2025-05-05,0.3806803094777563,0.2568911411992263,0.3085760928433269,0.2093327659574468,0.1192341199226305,0.3250851063829787,0.2635841392649903,0.6952120696324952,0.7077999226305611,0.2118762088974854,0.513348162475822,0.1395622437137331,0.1886642166344294,0.282662746615087,0.0531311411992263,0.3917256479690522,0.2601563636363637,0.287935087040619,0.4256786847195358,0.3023226305609284,0.610644255319149,0.4331244100580271,0.47300332688588,0.3216909864603481,0.1478490522243713,0.0792423984526112,0.1036646808510638,0.1441627079303675,0.4394780657640231,0.0667104642166344,0.3464513217279175,627.4509090909091,123.98181818181818,275.0,236.0
en,2025-05-12,0.3913408521303257,0.2625363408521303,0.2874661654135338,0.1922055137844611,0.1242406015037593,0.3138170426065162,0.2689298245614035,0.6915162907268171,0.7040350877192981,0.211641604010025,0.4903784461152882,0.1440200501253132,0.1999949874686716,0.2655739348370927,0.04962656641604,0.3864812030075188,0.2662205513784461,0.2794611528822055,0.438641604010025,0.2776390977443609,0.6115238095238096,0.4407644110275689,0.4963959899749373,0.33,0.1509398496240601,0.0776390977443609,0.1080275689223057,0.1403182957393484,0.440032581453634,0.0643583959899749,0.3367067669172932,655.4962406015038,128.9674185463659,399.0,315.0
en,2025-05-19,0.3653909262572053,0.2366837109918505,0.2649845955078513,0.1877790697674418,0.1097208805406479,0.2998337060226595,0.2511626913138541,0.7024032250049692,0.7100712333532101,0.2082505714569668,0.4572987229179089,0.1286315344861856,0.1982775044722719,0.2433017044325184,0.053867098986285,0.3763612601868416,0.2530678791492745,0.2813126366527529,0.4065930729477241,0.2944911796859472,0.5804556251242298,0.4143063754720732,0.4959016100178891,0.2988562413039157,0.1349609421586166,0.0593725402504472,0.0918796213476445,0.1306227390180878,0.4247675163983303,0.0589322823494335,0.3370947044987742,593.6388888888889,115.27136752136752,468.0,384.0
en,2025-05-26,0.3466472222222222,0.2120805555555555,0.2765166666666667,0.1795166666666666,0.1034472222222222,0.2898749999999999,0.2453527777777777,0.6859527777777777,0.6984833333333332,0.1931833333333333,0.4948749999999999,0.1157555555555555,0.2057277777777777,0.2319277777777778,0.0555888888888888,0.3605555555555556,0.2462888888888888,0.2713527777777777,0.4112027777777776,0.3054083333333333,0.5889222222222222,0.3995749999999999,0.5016055555555555,0.3260777777777778,0.1239444444444444,0.0670416666666666,0.0911916666666666,0.1223194444444444,0.4128277777777777,0.0570291666666666,0.3371018518518519,533.1777777777778,105.0111111111111,360.0,262.0
en,2025-06-02,0.3526765957446808,0.2234297872340425,0.2895106382978724,0.1879872340425532,0.1205361702127659,0.3049702127659575,0.2445489361702127,0.6888553191489362,0.725663829787234,0.1918340425531914,0.4928085106382979,0.1393829787234042,0.2005531914893616,0.2424212765957446,0.0428425531914893,0.3561787234042553,0.2557574468085106,0.2657829787234042,0.4525021276595744,0.3165106382978723,0.5749021276595745,0.3864851063829787,0.4742297872340425,0.305263829787234,0.1445872340425531,0.1010553191489361,0.0954468085106383,0.1312,0.4174723404255319,0.0506478723404255,0.3354141843971631,517.936170212766,102.68510638297872,235.0,182.0
en,2025-06-09,0.3469411764705882,0.2011519607843137,0.2524313725490196,0.1813725490196078,0.1289705882352941,0.300735294117647,0.2441911764705882,0.6864950980392157,0.6892941176470587,0.1943480392156863,0.4520049019607842,0.1227254901960784,0.1934117647058823,0.2449460784313726,0.0495539215686274,0.3434362745098039,0.2563235294117647,0.243156862745098,0.4142745098039215,0.3177303921568627,0.547171568627451,0.3628921568627451,0.496906862745098,0.2923578431372549,0.137485294117647,0.0982549019607843,0.1217892156862745,0.1265,0.4183235294117646,0.0306213235294117,0.3005849673202614,495.0,98.5343137254902,204.0,160.0
en,2025-06-16,0.3528138116100766,0.2204236035049288,0.2705467031763418,0.1916370974808324,0.111650569550931,0.2958908762322015,0.2527328806133625,0.6915033077765607,0.7106158598028478,0.2088909309967141,0.4828597699890472,0.1051395947426067,0.1646541511500547,0.2724025410733844,0.052550339539978,0.3640198685651697,0.2473384665936472,0.2757841840087622,0.4040591128148959,0.2759462212486309,0.5649161226725081,0.3984667907995619,0.5072118729463309,0.3295350821467689,0.1324278422782037,0.08925,0.0902220810514786,0.1189111391018619,0.4106897152245345,0.0550845810514786,0.3330082219788244,564.1084337349398,113.03012048192772,166.0,143.0
en,2025-06-23,0.3207948487571128,0.1932948653954943,0.2291652856810089,0.1797819706498951,0.1325115636750856,0.2690030281854181,0.2386060696815413,0.6748296562510399,0.6883555289341454,0.1667733519683205,0.4926502279458254,0.1193136002129712,0.1841161691790622,0.2167121892782269,0.0370266214102692,0.3385475691324748,0.2297061994609164,0.2722138697547502,0.3956729892516056,0.3093033176932547,0.5587371135735916,0.3564651425909287,0.4514514991181658,0.3237097267977771,0.1519700509134471,0.0657174470067551,0.1029842933679411,0.1110869189045289,0.4039614322318724,0.0300019466906259,0.28026032411567,476.7358490566038,94.8616352201258,159.0,142.0
en,2025-06-30,0.3505742574257426,0.2244009900990099,0.2610891089108911,0.1749306930693069,0.1513168316831682,0.3178118811881187,0.2809356435643564,0.6979653465346535,0.6805792079207921,0.2096633663366336,0.4800742574257425,0.1616782178217821,0.2101287128712871,0.2670148514851485,0.0668415841584158,0.376970297029703,0.2724059405940593,0.2945445544554455,0.4363316831683168,0.3400445544554455,0.5764851485148516,0.408,0.5053069306930693,0.3430396039603959,0.1659752475247524,0.1037227722772277,0.1009752475247524,0.1444900990099009,0.4328465346534654,0.018184405940594,0.2794306930693069,561.1386138613861,108.45049504950497,202.0,166.0
en,2025-07-07,0.3624239130434782,0.2401249999999999,0.2875815217391305,0.2027391304347826,0.114641304347826,0.3247663043478261,0.2770815217391305,0.7187608695652175,0.7338858695652174,0.2232989130434782,0.5040597826086956,0.1313152173913043,0.2184239130434782,0.288125,0.0585217391304347,0.38025,0.2678369565217391,0.2771304347826087,0.4151195652173913,0.2977173913043478,0.5731902173913044,0.4000434782608695,0.5068967391304348,0.3279184782608695,0.1492119565217391,0.0888152173913043,0.1274184782608695,0.1484565217391304,0.4325978260869565,0.0535135869565217,0.3466557971014493,618.9836956521739,122.19021739130434,184.0,160.0
